protocol,load,run,delivery_prob,abort_prob,latency_avg,hopcount_avg,overhead_ratio,total_created,total_delivered,total_relays,total_aborted,P5_created,P5_delivered,P5_aborted,P5_relays,P4_created,P4_delivered,P4_aborted,P4_relays,P3_created,P3_delivered,P3_aborted,P3_relays,P2_created,P2_delivered,P2_aborted,P2_relays,P1_created,P1_delivered,P1_aborted,P1_relays,P5_deliveryRate,P5_avgLatency,P5_avgHops,P4_deliveryRate,P4_avgLatency,P4_avgHops,P3_deliveryRate,P3_avgLatency,P3_avgHops,P2_deliveryRate,P2_avgLatency,P2_avgHops,P1_deliveryRate,P1_avgLatency,P1_avgHops
prophet,high_load,run4,47.06,40.67,6669.29,1.56,5.44,7318.0,3444.0,18728.0,2976.0,1464,669,631,3304,1462,661,515,2525,1466,712,553,2603,1470,723,509,2108,1456,679,768,8188,45.7,7029.56,1.8,45.21,6712.21,1.42,48.57,6410.76,1.26,49.18,6335.95,0.94,46.63,6898.58,2.46
prophet,high_load,run40,50.71,39.92,6684.91,1.45,5.18,7318.0,3711.0,19230.0,2921.0,1464,795,673,3485,1462,758,528,2645,1466,730,473,2441,1470,750,512,2008,1456,678,735,8651,54.3,6818.53,1.29,51.85,6656.43,1.23,49.8,6527.95,1.31,51.02,6626.65,0.91,46.57,6793.52,2.61
prophet,high_load,run41,47.73,39.76,6738.2,1.48,5.34,7318.0,3493.0,18663.0,2910.0,1464,733,668,3236,1462,689,516,2317,1466,637,458,1860,1470,693,464,2127,1456,741,804,9123,50.07,6563.55,1.4,47.13,6448.88,1.2,43.45,7277.62,1.15,47.14,6894.19,1.08,50.89,6570.38,2.47
prophet,high_load,run42,51.65,40.53,6819.61,1.66,5.62,7318.0,3780.0,21253.0,2966.0,1464,790,681,3739,1462,763,517,3074,1466,726,489,2461,1470,756,476,2694,1456,745,803,9285,53.96,6866.87,1.59,52.19,6727.94,1.31,49.52,7245.55,1.16,51.43,6523.45,1.25,51.17,6748.87,3.01
prophet,high_load,run43,51.93,39.33,6656.37,1.36,5.11,7318.0,3800.0,19418.0,2878.0,1464,764,679,3580,1462,760,510,2452,1466,753,463,2063,1470,749,439,1967,1456,774,787,9356,52.19,6879.12,1.44,51.98,6647.08,1.14,51.36,6729.87,1.03,50.95,6593.51,0.84,53.16,6434.95,2.33
prophet,high_load,run44,51.95,40.95,6947.72,1.58,5.38,7318.0,3802.0,20458.0,2997.0,1464,813,726,4277,1462,786,510,2702,1466,759,515,2919,1470,694,445,1957,1456,750,801,8603,55.53,6956.3,1.74,53.76,6497.58,1.2,51.77,7270.54,1.36,47.21,6961.38,0.99,51.51,7070.82,2.58
prophet,high_load,run45,51.53,42.68,6708.53,1.47,5.36,7318.0,3771.0,20204.0,3123.0,1464,748,664,3791,1462,730,570,2627,1466,786,581,3032,1470,739,505,2192,1456,768,803,8562,51.09,6709.75,1.43,49.93,6954.94,1.16,53.62,6581.85,1.33,50.27,6633.24,1.03,52.75,6675.24,2.39
prophet,high_load,run46,49.25,39.26,6573.85,1.49,5.37,7318.0,3604.0,19351.0,2873.0,1464,696,626,3415,1462,712,511,2508,1466,698,493,2225,1470,717,454,2120,1456,781,789,9083,47.54,6361.52,1.46,48.7,6387.83,1.2,47.61,6922.27,1.2,48.78,6984.59,1.04,53.64,6244.2,2.47
prophet,high_load,run47,51.2,41.54,6685.18,1.43,5.36,7318.0,3747.0,20077.0,3040.0,1464,821,723,3748,1462,735,519,2846,1466,712,517,2548,1470,749,454,2315,1456,730,827,8620,56.08,6857.04,1.38,50.27,6695.51,1.34,48.57,6952.79,1.14,50.95,6197.56,0.91,50.14,6720.79,2.37
prophet,high_load,run48,47.94,40.58,6553.38,1.54,5.47,7318.0,3508.0,19181.0,2970.0,1464,749,679,3464,1462,740,555,3055,1466,692,492,2366,1470,594,441,2114,1456,733,803,8182,51.16,6722.69,1.34,50.62,6494.44,1.4,47.2,6847.96,1.26,40.41,6650.63,1.26,50.34,6082.99,2.38
prophet,high_load,run49,50.93,40.91,6741.8,1.5,5.13,7318.0,3727.0,19116.0,2994.0,1464,791,694,3620,1462,754,522,2460,1466,732,507,2232,1470,684,440,1966,1456,766,831,8838,54.03,6868.63,1.56,51.57,6639.81,1.07,49.93,6961.59,1.14,46.53,6629.17,1.07,52.61,6601.75,2.59
prophet,high_load,run5,50.37,41.32,6635.83,1.37,5.24,7318.0,3686.0,19328.0,3024.0,1464,755,646,3156,1462,747,552,2459,1466,751,541,2348,1470,708,498,2209,1456,725,787,9156,51.57,6831.18,1.26,51.09,6628.24,1.16,51.23,6654.71,0.99,48.16,6772.32,1.03,49.79,6287.36,2.42
prophet,high_load,run50,54.48,40.43,6446.07,1.45,5.19,7318.0,3987.0,20674.0,2959.0,1464,853,694,3957,1462,800,574,3289,1466,778,450,2082,1470,772,435,1982,1456,784,806,9364,58.27,6674.46,1.46,54.72,6261.17,1.32,53.07,6137.83,1.0,52.52,6679.04,0.93,53.85,6462.71,2.51
prophet,high_load,run6,51.09,40.9,6750.16,1.4,5.02,7318.0,3739.0,18777.0,2993.0,1464,755,668,3460,1462,773,561,2763,1466,754,487,2347,1470,746,488,2075,1456,711,789,8132,51.57,6941.37,1.46,52.87,6713.81,1.21,51.43,6528.47,1.06,50.75,6591.2,0.87,48.83,6988.51,2.48
prophet,high_load,run7,50.78,41.04,6613.24,1.46,5.23,7318.0,3716.0,19453.0,3003.0,1464,803,678,3714,1462,744,539,2832,1466,733,530,2638,1470,763,506,2627,1456,673,750,7642,54.85,6743.68,1.36,50.89,6921.96,1.26,50.0,6569.07,1.2,51.9,6363.97,1.31,46.22,6447.01,2.24
prophet,high_load,run8,50.45,40.09,6532.08,1.59,5.48,7318.0,3692.0,20221.0,2934.0,1464,785,692,3528,1462,718,505,2891,1466,764,517,2796,1470,758,505,2686,1456,667,715,8320,53.62,6545.62,1.45,49.11,6420.15,1.43,52.11,6839.18,1.29,51.56,6340.26,1.18,45.81,6502.88,2.72
prophet,high_load,run9,52.38,41.1,6664.43,1.41,5.31,7318.0,3833.0,20339.0,3008.0,1464,800,697,3687,1462,777,545,2874,1466,772,496,2205,1470,717,480,1855,1456,767,790,9718,54.64,6650.64,1.4,53.15,6887.04,1.38,52.66,6724.82,0.97,48.78,6511.97,0.89,52.68,6535.05,2.36
prophet,extreme_load,run1,40.87,29.2,5495.18,0.75,2.52,18799.0,7684.0,19371.0,5490.0,3761,1754,1124,3737,3753,1416,969,2533,3761,1603,955,2188,3760,1370,926,1874,3764,1541,1516,9039,46.64,6956.7,0.66,37.73,5122.68,0.55,42.62,5036.04,0.5,36.44,5136.22,0.45,40.94,4970.69,1.55
prophet,extreme_load,run10,36.81,29.01,5544.95,0.73,2.38,18799.0,6919.0,16496.0,5454.0,3761,1496,1071,2955,3753,1420,978,2509,3761,1471,974,2280,3760,1232,994,1958,3764,1300,1437,6794,39.78,6753.84,0.63,37.84,5312.01,0.59,39.11,5209.61,0.53,32.77,5216.11,0.53,34.54,5099.33,1.39
prophet,extreme_load,run11,35.35,29.57,5674.89,0.72,2.53,18799.0,6646.0,16843.0,5559.0,3761,1623,1190,3113,3753,1388,1039,2452,3761,1255,959,2311,3760,1178,970,2191,3764,1202,1401,6776,43.15,7091.4,0.58,36.98,5145.64,0.52,33.37,5411.33,0.55,31.33,5232.6,0.55,31.93,5082.04,1.5
prophet,extreme_load,run12,36.04,29.35,5532.72,0.76,2.51,18799.0,6775.0,17013.0,5517.0,3761,1596,1129,2930,3753,1296,989,2513,3761,1387,1054,2269,3760,1360,1016,2437,3764,1136,1329,6864,42.44,6903.59,0.63,34.53,5157.12,0.57,36.88,5088.77,0.54,36.17,5096.8,0.57,30.18,5099.15,1.68
prophet,extreme_load,run13,35.72,28.84,5524.81,0.74,2.54,18799.0,6715.0,17037.0,5422.0,3761,1552,1087,2892,3753,1380,1043,2519,3761,1312,986,2525,3760,1288,983,2477,3764,1183,1323,6624,41.27,7109.52,0.56,36.77,5048.19,0.6,34.88,5053.49,0.59,34.26,4927.53,0.69,31.43,5174.8,1.38
prophet,extreme_load,run14,37.43,29.58,5597.39,0.72,2.39,18799.0,7036.0,16837.0,5561.0,3761,1713,1144,3038,3753,1354,1026,2763,3761,1370,1072,2642,3760,1325,977,2271,3764,1274,1342,6123,45.55,6935.21,0.54,36.08,5234.09,0.65,36.43,5144.06,0.6,35.24,5134.57,0.53,33.85,5153.52,1.34
prophet,extreme_load,run15,34.54,28.96,5485.96,0.77,2.49,18799.0,6493.0,16166.0,5445.0,3761,1615,1176,3003,3753,1234,969,2340,3761,1168,911,1831,3760,1181,968,2302,3764,1295,1421,6690,42.94,6806.48,0.6,32.88,5155.17,0.66,31.06,5076.43,0.59,31.41,5197.51,0.74,34.4,4786.76,1.28
prophet,extreme_load,run16,36.24,29.43,5577.89,0.74,2.35,18799.0,6813.0,16002.0,5532.0,3761,1595,1157,3097,3753,1344,964,2372,3761,1344,1000,2076,3760,1187,975,2371,3764,1343,1436,6086,42.41,7030.99,0.67,35.81,5119.63,0.63,35.74,5201.64,0.55,31.57,5110.59,0.65,35.68,5100.3,1.22
prophet,extreme_load,run17,35.31,30.63,5532.17,0.69,2.43,18799.0,6637.0,16135.0,5759.0,3761,1490,1163,2990,3753,1353,1070,2505,3761,1274,1087,2132,3760,1232,991,2433,3764,1288,1448,6075,39.62,6862.8,0.59,36.05,5093.7,0.56,33.87,5134.94,0.43,32.77,5063.4,0.63,34.22,5294.75,1.25
prophet,extreme_load,run18,37.36,29.81,5655.31,0.69,2.42,18799.0,7024.0,16971.0,5604.0,3761,1676,1165,3308,3753,1371,1035,2727,3761,1317,1022,2237,3760,1381,997,2366,3764,1279,1385,6333,44.56,7254.82,0.59,36.53,5245.24,0.64,35.02,5291.98,0.55,36.73,5108.84,0.52,33.98,4963.07,1.22
prophet,extreme_load,run19,36.23,29.38,5481.42,0.7,2.35,18799.0,6810.0,16015.0,5523.0,3761,1607,1178,2906,3753,1270,993,2033,3761,1251,979,2023,3760,1321,927,1942,3764,1361,1446,7111,42.73,6665.64,0.55,33.84,5199.5,0.45,33.26,5043.92,0.55,35.13,5017.89,0.48,36.16,5198.27,1.43
prophet,extreme_load,run2,35.61,29.32,5688.7,0.76,2.5,18799.0,6694.0,16714.0,5511.0,3761,1699,1146,2789,3753,1283,998,2769,3761,1303,977,2073,3760,1148,956,2085,3764,1261,1434,6998,45.17,7034.12,0.53,34.19,5159.08,0.72,34.65,5380.63,0.49,30.53,5247.97,0.72,33.5,5134.37,1.45
prophet,extreme_load,run20,36.65,29.41,5754.48,0.77,2.43,18799.0,6890.0,16775.0,5529.0,3761,1675,1139,3084,3753,1299,1009,2194,3761,1328,1011,2411,3760,1347,1020,2501,3764,1241,1350,6585,44.54,7270.68,0.65,34.61,5282.28,0.54,35.31,5191.41,0.53,35.82,5226.45,0.69,32.97,5377.99,1.52
prophet,extreme_load,run21,34.18,28.04,5603.49,0.76,2.47,18799.0,6425.0,15847.0,5272.0,3761,1595,1081,2767,3753,1228,966,2562,3761,1273,1033,2886,3760,1244,956,2110,3764,1085,1236,5522,42.41,6958.23,0.48,32.72,5225.46,0.8,33.85,5218.27,0.82,33.09,5099.77,0.55,28.83,5069.32,1.28
prophet,extreme_load,run22,37.69,30.15,5673.8,0.74,2.47,18799.0,7085.0,17531.0,5668.0,3761,1715,1181,3217,3753,1285,959,2013,3761,1364,1037,2416,3760,1302,1036,2378,3764,1419,1455,7507,45.6,7212.65,0.56,34.24,5148.45,0.55,36.27,5184.18,0.61,34.63,5181.78,0.55,37.7,5211.8,1.44
prophet,extreme_load,run23,35.33,28.21,5539.12,0.76,2.59,18799.0,6641.0,17184.0,5304.0,3761,1651,1077,3091,3753,1225,962,2482,3761,1183,899,2174,3760,1238,962,2424,3764,1344,1404,7013,43.9,7013.53,0.61,32.64,4919.39,0.68,31.45,5113.63,0.57,32.93,5140.86,0.71,35.71,5034.14,1.23
prophet,extreme_load,run24,38.67,29.34,5672.52,0.74,2.46,18799.0,7269.0,17874.0,5516.0,3761,1835,1213,3300,3753,1400,960,2410,3761,1423,1014,2352,3760,1316,969,2696,3764,1295,1360,7116,48.79,6931.56,0.54,37.3,5242.86,0.61,37.84,5360.92,0.56,35.0,5089.63,0.71,34.4,5287.73,1.42
prophet,extreme_load,run25,34.7,28.37,5479.55,0.8,2.56,18799.0,6523.0,16716.0,5333.0,3761,1437,1115,3077,3753,1329,904,2212,3761,1176,963,2379,3760,1294,951,2683,3764,1287,1400,6365,38.21,7026.88,0.65,35.41,5027.47,0.55,31.27,4838.8,0.75,34.41,5114.41,0.83,34.19,5171.31,1.26
prophet,extreme_load,run26,37.17,28.9,5455.49,0.77,2.54,18799.0,6987.0,17772.0,5432.0,3761,1650,1142,3473,3753,1394,933,2083,3761,1283,921,2114,3760,1274,990,2697,3764,1386,1446,7405,43.87,6580.19,0.65,37.14,5090.29,0.48,34.11,5061.83,0.54,33.88,5196.67,0.79,36.82,5086.2,1.4
prophet,extreme_load,run27,39.12,30.01,5454.14,0.75,2.49,18799.0,7354.0,18343.0,5641.0,3761,1783,1214,3905,3753,1437,1036,2672,3761,1382,1009,2134,3760,1415,986,2380,3764,1337,1396,7252,47.41,6684.72,0.68,38.29,4916.66,0.63,36.75,5136.25,0.51,37.63,4980.08,0.55,35.52,5221.04,1.42
prophet,extreme_load,run28,37.58,29.65,5516.22,0.71,2.44,18799.0,7064.0,17201.0,5574.0,3761,1696,1130,3371,3753,1359,1015,2674,3761,1292,992,2153,3760,1420,1071,2315,3764,1297,1366,6688,45.09,6802.45,0.59,36.21,4995.32,0.58,34.35,5347.37,0.49,37.77,5038.3,0.54,34.46,5071.56,1.43
prophet,extreme_load,run29,36.23,30.29,5661.04,0.67,2.25,18799.0,6810.0,15339.0,5695.0,3761,1562,1180,2620,3753,1371,1058,2502,3761,1345,1017,2224,3760,1306,1065,2143,3764,1226,1375,5850,41.53,7258.16,0.54,36.53,5383.24,0.56,35.76,5191.49,0.59,34.73,5106.65,0.53,32.57,5042.55,1.2
prophet,extreme_load,run3,36.07,28.97,5540.55,0.72,2.42,18799.0,6780.0,16389.0,5447.0,3761,1611,1131,3229,3753,1145,941,2212,3761,1391,1031,2310,3760,1255,942,2005,3764,1378,1402,6633,42.83,6782.42,0.63,30.51,5313.92,0.61,36.98,5099.37,0.53,33.38,5105.4,0.56,36.61,5118.66,1.28
prophet,extreme_load,run30,38.37,30.54,5440.88,0.7,2.34,18799.0,7213.0,16882.0,5742.0,3761,1657,1215,3443,3753,1503,1003,2194,3761,1318,995,1957,3760,1334,1004,2103,3764,1401,1525,7185,44.06,6724.53,0.69,40.05,4949.78,0.5,35.04,5107.74,0.53,35.48,5277.12,0.5,37.22,4918.88,1.28
prophet,extreme_load,run31,39.0,29.76,5603.84,0.75,2.47,18799.0,7332.0,18096.0,5594.0,3761,1747,1141,3507,3753,1336,953,2056,3761,1469,996,2652,3760,1367,1016,1897,3764,1413,1488,7984,46.45,7379.9,0.6,35.6,5225.43,0.47,39.06,4945.65,0.74,36.36,5110.11,0.45,37.54,4927.67,1.53
prophet,extreme_load,run32,34.11,27.64,5750.03,0.69,2.3,18799.0,6412.0,14772.0,5196.0,3761,1593,1062,2526,3753,1217,899,2363,3761,1173,889,1797,3760,1167,966,2184,3764,1262,1380,5902,42.36,7410.84,0.53,32.43,5178.32,0.68,31.19,5282.84,0.5,31.04,5141.76,0.55,33.53,5201.65,1.22
prophet,extreme_load,run33,35.12,29.79,5696.23,0.73,2.45,18799.0,6602.0,16142.0,5601.0,3761,1645,1223,3037,3753,1175,1026,2447,3761,1305,999,2438,3760,1275,1015,1993,3764,1202,1338,6227,43.74,7212.79,0.63,31.31,5301.78,0.59,34.7,5158.96,0.63,33.91,5061.64,0.55,31.93,5262.76,1.32
prophet,extreme_load,run34,35.61,29.72,5456.82,0.73,2.64,18799.0,6695.0,17701.0,5587.0,3761,1532,1141,3448,3753,1315,1015,2689,3761,1327,1010,2233,3760,1264,1005,2567,3764,1257,1416,6764,40.73,6816.21,0.68,35.04,5154.97,0.66,35.28,5112.21,0.58,33.62,5040.54,0.55,33.4,4898.2,1.21
prophet,extreme_load,run35,36.05,29.34,5552.18,0.6,2.21,18799.0,6777.0,14968.0,5516.0,3761,1558,1127,2629,3753,1388,1039,2129,3761,1317,1018,2092,3760,1205,943,1824,3764,1309,1389,6294,41.43,7080.27,0.5,36.98,5152.65,0.47,35.02,5087.74,0.45,32.05,5114.46,0.5,34.78,5027.29,1.12
prophet,extreme_load,run36,35.59,28.43,5546.31,0.69,2.36,18799.0,6691.0,15768.0,5345.0,3761,1622,1122,2775,3753,1338,1002,2368,3761,1358,995,2209,3760,1123,879,2032,3764,1250,1347,6384,43.13,6932.94,0.54,35.65,5106.82,0.54,36.11,5107.7,0.45,29.87,5039.95,0.64,33.21,5148.85,1.36
prophet,extreme_load,run37,37.25,28.9,5509.12,0.66,2.37,18799.0,7003.0,16574.0,5432.0,3761,1584,1134,2957,3753,1366,969,2307,3761,1413,1036,2354,3760,1327,925,2296,3764,1313,1368,6660,42.12,6967.57,0.55,36.4,5258.71,0.59,37.57,5026.64,0.49,35.29,4952.09,0.53,34.88,5092.38,1.19
prophet,extreme_load,run38,32.61,28.02,5663.2,0.74,2.45,18799.0,6131.0,15035.0,5268.0,3761,1533,1112,2673,3753,1144,1018,2460,3761,1211,966,2466,3760,1015,836,1731,3764,1228,1336,5705,40.76,7239.96,0.57,30.48,4995.52,0.74,32.2,5178.96,0.62,26.99,5155.34,0.58,32.62,5214.13,1.19
prophet,extreme_load,run39,38.04,28.84,5580.8,0.72,2.6,18799.0,7152.0,18589.0,5421.0,3761,1676,1128,3691,3753,1434,991,2695,3761,1380,959,2660,3760,1339,925,2137,3764,1323,1418,7406,44.56,6742.83,0.7,38.21,5203.58,0.56,36.69,5195.5,0.64,35.61,5365.4,0.44,35.15,5137.47,1.28
prophet,extreme_load,run4,38.92,29.63,5635.0,0.73,2.32,18799.0,7317.0,17006.0,5570.0,3761,1846,1231,3452,3753,1404,953,2156,3761,1258,1003,2418,3760,1419,1023,2511,3764,1390,1360,6469,49.08,7079.13,0.59,37.41,5042.89,0.55,33.45,5502.43,0.66,37.74,5010.61,0.62,36.93,5072.59,1.28
prophet,extreme_load,run40,34.54,28.37,5628.76,0.69,2.23,18799.0,6493.0,14500.0,5334.0,3761,1607,1120,2768,3753,1267,964,1769,3761,1114,922,2004,3760,1282,950,1727,3764,1223,1378,6232,42.73,6907.95,0.57,33.76,5314.85,0.49,29.62,5400.97,0.6,34.1,5038.67,0.41,32.49,5099.18,1.42
prophet,extreme_load,run41,37.78,29.09,5493.97,0.66,2.27,18799.0,7102.0,16139.0,5469.0,3761,1630,1065,2660,3753,1337,978,2197,3761,1420,1016,2364,3760,1266,952,2170,3764,1449,1458,6748,43.34,6631.04,0.53,35.62,5150.3,0.43,37.76,5205.02,0.52,33.67,5182.39,0.54,38.5,5087.39,1.24
prophet,extreme_load,run42,38.84,31.28,5564.34,0.73,2.57,18799.0,7301.0,18741.0,5881.0,3761,1853,1243,3794,3753,1493,1051,2972,3761,1333,1089,2532,3760,1211,995,2334,3764,1411,1503,7109,49.27,6807.58,0.59,39.78,5201.81,0.6,35.44,5306.95,0.6,32.21,4995.34,0.65,37.49,5046.77,1.23
prophet,extreme_load,run43,37.42,28.56,5496.5,0.66,2.24,18799.0,7035.0,15785.0,5369.0,3761,1715,1135,3141,3753,1394,949,2260,3761,1386,928,2022,3760,1155,950,1848,3764,1385,1407,6514,45.6,6929.72,0.55,37.14,5049.62,0.58,36.85,5017.46,0.43,30.72,5113.91,0.56,36.8,4970.03,1.16
prophet,extreme_load,run44,37.69,28.36,5356.76,0.83,2.72,18799.0,7085.0,19304.0,5331.0,3761,1661,1093,3358,3753,1460,1001,2679,3761,1382,995,3004,3760,1191,854,2413,3764,1391,1388,7850,44.16,6540.65,0.64,38.9,5094.64,0.64,36.75,4829.09,0.76,31.68,4950.84,0.69,36.96,5090.02,1.45
prophet,extreme_load,run45,36.65,29.26,5551.51,0.67,2.44,18799.0,6889.0,16819.0,5500.0,3761,1600,1128,2846,3753,1400,1085,2494,3761,1244,960,2357,3760,1330,941,2332,3764,1315,1386,6790,42.54,6938.67,0.51,37.3,4984.87,0.52,33.08,5184.61,0.6,35.37,5013.89,0.51,34.94,5357.83,1.24
prophet,extreme_load,run46,36.92,29.49,5576.37,0.76,2.49,18799.0,6941.0,17257.0,5544.0,3761,1520,1100,3159,3753,1340,962,2453,3761,1405,1091,2553,3760,1412,1075,2371,3764,1264,1316,6721,40.41,7097.72,0.63,35.7,5189.84,0.62,37.36,4978.35,0.61,37.55,5204.07,0.52,33.58,5237.28,1.5
prophet,extreme_load,run47,35.91,28.8,5549.07,0.78,2.59,18799.0,6751.0,17502.0,5415.0,3761,1699,1172,3475,3753,1317,963,2458,3761,1368,1019,2411,3760,1098,835,2041,3764,1269,1426,7117,45.17,7040.88,0.65,35.09,5252.31,0.62,36.37,4973.46,0.61,29.2,4885.0,0.59,33.71,5054.82,1.46
prophet,extreme_load,run48,34.81,28.99,5546.54,0.74,2.36,18799.0,6543.0,15465.0,5450.0,3761,1510,1085,2708,3753,1339,1031,2259,3761,1261,985,2040,3760,1239,987,2423,3764,1194,1362,6035,40.15,6811.16,0.59,35.68,5195.84,0.59,33.53,5121.72,0.57,32.95,5212.71,0.66,31.72,5135.58,1.37
prophet,extreme_load,run49,36.16,29.63,5560.24,0.73,2.46,18799.0,6798.0,16746.0,5571.0,3761,1635,1154,3349,3753,1293,992,2385,3761,1401,1074,2597,3760,1161,955,1883,3764,1308,1396,6532,43.47,7096.5,0.71,34.45,4990.35,0.56,37.25,5205.85,0.6,30.88,5063.88,0.44,34.75,5023.42,1.3
prophet,extreme_load,run5,36.52,30.07,5566.36,0.75,2.44,18799.0,6865.0,16767.0,5652.0,3761,1644,1157,3262,3753,1334,1080,2898,3761,1233,1007,2088,3760,1335,1013,2408,3764,1319,1395,6111,43.71,6818.08,0.68,35.54,5235.23,0.69,32.78,5141.75,0.56,35.51,5096.04,0.62,35.04,5214.08,1.19
prophet,extreme_load,run50,36.76,28.96,5596.23,0.72,2.27,18799.0,6911.0,15713.0,5444.0,3761,1657,1130,2731,3753,1275,972,2626,3761,1388,966,2144,3760,1254,967,1954,3764,1337,1409,6258,44.06,6910.14,0.54,33.97,5224.5,0.75,36.91,5069.38,0.53,33.35,5210.49,0.49,35.52,5231.06,1.3
prophet,extreme_load,run6,36.96,29.2,5570.62,0.77,2.5,18799.0,6948.0,17351.0,5489.0,3761,1663,1182,2912,3753,1449,1023,2956,3761,1288,938,2369,3760,1312,1004,2437,3764,1236,1342,6677,44.22,7136.12,0.6,38.61,4990.94,0.72,34.25,5111.56,0.66,34.89,5081.59,0.58,32.84,5141.31,1.39
prophet,extreme_load,run7,36.92,29.47,5516.08,0.73,2.33,18799.0,6940.0,16145.0,5541.0,3761,1580,1086,2638,3753,1363,1068,2661,3761,1371,987,2133,3760,1297,988,1970,3764,1329,1412,6743,42.01,6737.57,0.56,36.32,5146.13,0.68,36.45,5127.29,0.53,34.49,5052.02,0.54,35.31,5297.29,1.35
prophet,extreme_load,run8,37.28,29.88,5493.82,0.69,2.4,18799.0,7009.0,16845.0,5618.0,3761,1658,1229,3486,3753,1332,902,2119,3761,1389,1021,2384,3760,1345,1059,2273,3764,1285,1407,6583,44.08,6673.55,0.61,35.49,5067.55,0.49,36.93,5169.0,0.52,35.77,5166.0,0.56,34.14,5107.73,1.29
prophet,extreme_load,run9,36.99,30.18,5594.34,0.73,2.44,18799.0,6954.0,16971.0,5673.0,3761,1642,1196,3745,3753,1389,997,2436,3761,1348,1094,2480,3760,1246,971,2125,3764,1329,1415,6185,43.66,7061.21,0.73,37.01,5104.77,0.55,35.84,5352.19,0.61,33.14,4953.57,0.6,35.31,5140.01,1.17
epidemic,low_load,run1,53.62,79.41,6232.16,3.73,16.55,2059.0,1104.0,18270.0,1635.0,411,256,363,6750,415,265,377,4571,409,200,305,3002,415,185,283,2337,409,198,307,1610,62.29,5697.01,5.48,63.86,6012.89,3.73,48.9,6384.97,3.72,44.58,6357.88,3.04,48.41,6945.73,2.1
epidemic,low_load,run10,44.2,72.95,6186.38,3.77,16.13,2059.0,910.0,14675.0,1502.0,411,158,263,4071,415,205,331,3709,409,164,265,2638,415,199,333,2498,409,184,310,1759,38.44,6387.02,4.89,49.4,5921.0,3.84,40.1,6123.38,4.54,47.95,6433.09,3.45,44.99,6099.09,2.39
epidemic,low_load,run11,45.6,74.99,6037.3,3.93,17.61,2059.0,939.0,16538.0,1544.0,411,170,249,4769,415,193,336,4004,409,170,305,2997,415,196,322,2935,409,210,332,1833,41.36,5272.87,5.49,46.51,6363.55,4.53,41.56,6594.38,4.39,47.23,5860.98,3.39,51.34,6069.87,2.26
epidemic,low_load,run12,40.6,68.92,5869.72,3.77,17.69,2059.0,836.0,14787.0,1419.0,411,98,167,3486,415,213,347,4306,409,130,222,2297,415,206,335,2752,409,189,348,1946,23.84,6312.7,9.16,51.33,5123.14,3.9,31.78,6411.04,3.89,49.64,5948.16,2.48,46.21,6023.57,2.16
epidemic,low_load,run13,45.31,73.39,6303.95,4.16,17.67,2059.0,933.0,16484.0,1511.0,411,192,309,5007,415,186,292,4046,409,210,347,3198,415,192,312,2451,409,153,251,1782,46.72,6292.32,5.66,44.82,6356.63,4.84,51.34,6264.57,3.6,46.27,6350.48,3.43,37.41,6250.19,3.1
epidemic,low_load,run14,46.87,73.39,5941.37,3.84,17.73,2059.0,965.0,17108.0,1511.0,411,200,311,5650,415,224,370,4281,409,185,287,2955,415,192,290,2556,409,164,253,1666,48.66,5280.92,5.21,53.98,6136.38,4.04,45.23,6101.52,3.59,46.27,5841.8,3.28,40.1,6416.34,2.79
epidemic,low_load,run15,48.76,74.99,6105.22,3.69,17.17,2059.0,1004.0,17237.0,1544.0,411,237,360,5456,415,233,361,4373,409,192,293,2874,415,156,236,2368,409,186,294,2166,57.66,6135.72,4.28,56.14,6313.01,4.24,46.94,6039.28,3.56,37.59,6366.56,3.46,45.48,5654.97,2.58
epidemic,low_load,run16,47.35,75.96,5880.26,3.5,16.37,2059.0,975.0,15961.0,1564.0,411,213,337,4818,415,176,294,3822,409,183,306,2788,415,207,319,2746,409,196,308,1787,51.82,6108.29,4.62,42.41,5609.31,4.26,44.74,5980.15,3.33,49.88,5977.0,3.21,47.92,5680.31,2.07
epidemic,low_load,run17,43.66,72.07,6182.16,3.92,16.9,2059.0,899.0,15193.0,1484.0,411,186,262,4901,415,175,291,3746,409,185,312,2634,415,163,276,2280,409,190,343,1632,45.26,5664.54,6.76,42.17,5511.29,4.05,45.23,6305.62,3.19,39.28,6850.88,3.13,46.45,6612.9,2.41
epidemic,low_load,run18,34.97,63.28,5741.34,4.14,19.81,2059.0,720.0,14264.0,1303.0,411,89,156,3119,415,156,261,3465,409,154,285,2830,415,174,327,2763,409,147,274,2087,21.65,4355.35,5.89,37.59,6145.91,5.03,37.65,5755.92,3.88,41.93,5723.24,3.11,35.94,6157.28,3.65
epidemic,low_load,run19,41.23,66.63,5612.38,4.02,18.29,2059.0,849.0,15530.0,1372.0,411,199,325,5408,415,158,262,3354,409,211,340,2872,415,132,207,2229,409,149,238,1667,48.42,4969.69,5.01,38.07,6161.16,5.09,51.59,5518.59,3.08,31.81,5910.29,3.86,36.43,5757.7,3.06
epidemic,low_load,run2,37.01,64.69,5922.44,3.81,17.98,2059.0,762.0,13703.0,1332.0,411,186,308,4889,415,142,239,2709,409,160,295,2360,415,146,268,2101,409,128,222,1644,45.26,5410.97,4.71,34.22,6141.35,4.39,39.12,6388.33,3.26,35.18,5820.48,2.88,31.3,5956.76,3.59
